domain,stratum,source,source_rank,run_id,device,viewport,locale,geo_country,datetime_utc,final_url,status,blocked_reason,banner_present,banner_type,cms_cmp_vendor,language_detected,accept_all_first_layer,reject_all_first_layer,manage_first_layer,close_button_present,clicks_accept_all,clicks_reject_all,delta_clicks,steps_reject_description,has_toggle_analytics,has_toggle_ads,default_on_analytics,default_on_ads,has_reject_all_anywhere,third_party_before_consent,third_party_after_reject,tracking_after_reject_flag,dp1_flag,dp2_flag,dp3_flag,dp4_flag,dp5_flag,dp6_flag,dp7_flag,dp8_flag,dp3_flag_adv,dp3_pre_tracking_count,dp3_reject_tracking_count,dp3_accept_tracking_count,dp3_pre_only_endpoints_count,dp3_pre_only_cookies_count,dp3_pre_only_endpoints_sample,dp3_pre_only_cookies_sample,canvas_fp_preconsent,screenshot_path_banner,screenshot_path_manage,notes
opm.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:06:09.622Z,https://opm.go.th/opmportal/index.asp,ok,,0,,unknown,,0,0,0,1,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/opm.go.th/desktop/run2_banner.png,,"interstitial_step1_before=evidence/opm.go.th/desktop/run2_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence/opm.go.th/desktop/run2_interstitial_step1_after.png; "
opm.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:06:09.622Z,https://opm.go.th/opmportal/default2.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,1,1,0,,,,,,,,,,,,,,,evidence/opm.go.th/mobile/run1_banner.png,evidence/opm.go.th/mobile/run1_manage.png,interstitial_step1_before=evidence/opm.go.th/mobile/run1_interstitial_step1_before.png; 
opm.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:06:09.621Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,1,,,1,1,0,,,,,,,,,,,,,,,evidence/opm.go.th/desktop/run1_banner.png,evidence/opm.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/opm.go.th/desktop/run1_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence/opm.go.th/desktop/run1_interstitial_step1_after.png; "
mdes.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:06:21.258Z,https://mdes.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mdes.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mdes.go.th/desktop/run1_interstitial_step1_before.png; 
mdes.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:06:21.866Z,https://mdes.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mdes.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mdes.go.th/desktop/run2_interstitial_step1_before.png; 
opm.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:06:17.675Z,https://opm.go.th/opmportal/index.asp,ok,,1,,unknown,en,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/opm.go.th/mobile/run2_banner.png,evidence/opm.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/opm.go.th/mobile/run2_interstitial_step1_before.png; interstitial_clicked=""[ เข้าสู่เว็บไซต์ ]
สำนักนายกรัฐมนตรี
The Prime Minister's Office""; interstitial_step1_after=evidence/opm.go.th/mobile/run2_interstitial_step1_after.png; "
mdes.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:06:28.028Z,https://mdes.go.th/home,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,3,,,1,1,0,,,,,,,,,,,,,,,evidence/mdes.go.th/mobile/run1_banner.png,evidence/mdes.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/mdes.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://mdes.go.th/home; interstitial_clicked=""""; interstitial_step1_after=evidence/mdes.go.th/mobile/run1_interstitial_step1_after.png; "
mdes.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:06:28.436Z,https://mdes.go.th/home,ok,,1,,unknown,th,1,0,1,0,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,4,,,1,1,0,,,,,,,,,,,,,,,evidence/mdes.go.th/mobile/run2_banner.png,evidence/mdes.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/mdes.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://mdes.go.th/home; interstitial_clicked=""""; interstitial_step1_after=evidence/mdes.go.th/mobile/run2_interstitial_step1_after.png; "
moph.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:06:28.857Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/desktop/run1_banner.png,evidence/moph.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/moph.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/desktop/run1_interstitial_step1_after.png; "
moph.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:06:38.790Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/desktop/run2_banner.png,evidence/moph.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/moph.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/desktop/run2_interstitial_step1_after.png; "
moph.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:06:39.555Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/mobile/run1_banner.png,evidence/moph.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/moph.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/mobile/run1_interstitial_step1_after.png; "
moph.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:06:41.775Z,https://moph.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moph.go.th/mobile/run2_banner.png,evidence/moph.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moph.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moph.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/moph.go.th/mobile/run2_interstitial_step1_after.png; "
mof.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:06:49.876Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mof.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mof.go.th/desktop/run1_interstitial_step1_before.png; 
mof.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:06:50.000Z,https://mof.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mof.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mof.go.th/desktop/run2_interstitial_step1_before.png; 
mof.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:06:52.595Z,https://www.mof.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/mof.go.th/mobile/run1_banner.png,evidence/mof.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/mof.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/mof.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mof.go.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/mof.go.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/mof.go.th/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/mof.go.th/mobile/run1_interstitial_step3_after.png; "
mof.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:06:56.226Z,https://www.mof.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/mof.go.th/mobile/run2_banner.png,evidence/mof.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/mof.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step1_after=evidence/mof.go.th/mobile/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/mof.go.th/mobile/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step2_after=evidence/mof.go.th/mobile/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/mof.go.th/mobile/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mof.go.th/; interstitial_clicked=""""; interstitial_step3_after=evidence/mof.go.th/mobile/run2_interstitial_step3_after.png; "
mfa.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:06:56.270Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,2,1,1,,0,0,,,,1,,,,,,,,,,,evidence/mfa.go.th/desktop/run1_banner.png,evidence/mfa.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/mfa.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/desktop/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/desktop/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/desktop/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/mfa.go.th/desktop/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence/mfa.go.th/desktop/run1_interstitial_step3_after.png; "
mfa.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:07:16.068Z,https://www.mfa.go.th/th/index?__cf_chl_rt_tk=E6blBwqe9qdSmsoC5.HykYR4kKHGEhfsXsRopEM45bY-1770908841-1.0.1.1-g1VJrQQgI3aMZIFb1o7y5dXF2KITq3xz0MznqcSldno,ok,,1,,unknown,en-US,0,0,0,0,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,evidence/mfa.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/mfa.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/mobile/run2_interstitial_step1_after.png; "
mfa.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:07:06.682Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,2,1,1,,0,0,,,,1,,,,,,,,,,,evidence/mfa.go.th/desktop/run2_banner.png,evidence/mfa.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/mfa.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/desktop/run2_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/desktop/run2_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/desktop/run2_interstitial_step2_after.png; interstitial_step3_before=evidence/mfa.go.th/desktop/run2_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence/mfa.go.th/desktop/run2_interstitial_step3_after.png; "
mfa.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:07:11.801Z,https://www.mfa.go.th/th/index,ok,,1,,unknown,th,1,1,1,0,1,1,0,,0,0,0,0,1,1,1,1,,0,0,,,,1,,,,,,,,,,,evidence/mfa.go.th/mobile/run1_banner.png,evidence/mfa.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/mfa.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step1_after=evidence/mfa.go.th/mobile/run1_interstitial_step1_after.png; interstitial_step2_before=evidence/mfa.go.th/mobile/run1_interstitial_step2_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step2_after=evidence/mfa.go.th/mobile/run1_interstitial_step2_after.png; interstitial_step3_before=evidence/mfa.go.th/mobile/run1_interstitial_step3_before.png; interstitial_fallback_clicked_href=https://www.mfa.go.th/th/index; interstitial_clicked=""""; interstitial_step3_after=evidence/mfa.go.th/mobile/run1_interstitial_step3_after.png; "
moi.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:07:24.128Z,https://moi.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/desktop/run1_banner.png,evidence/moi.go.th/desktop/run1_manage.png,interstitial_step1_before=evidence/moi.go.th/desktop/run1_interstitial_step1_before.png; 
moi.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:07:26.105Z,https://moi.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/desktop/run2_banner.png,evidence/moi.go.th/desktop/run2_manage.png,interstitial_step1_before=evidence/moi.go.th/desktop/run2_interstitial_step1_before.png; 
moi.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:07:26.300Z,https://moi.go.th/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/mobile/run1_banner.png,evidence/moi.go.th/mobile/run1_manage.png,interstitial_step1_before=evidence/moi.go.th/mobile/run1_interstitial_step1_before.png; 
moc.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:07:47.389Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:07:47.548Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:07:47.668Z,,error,"page.goto: net::ERR_CONNECTION_RESET at http://moc.go.th/
Call log:
[2m  - navigating to ""http://moc.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moc.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:07:47.388Z,https://moc.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/moc.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/moc.go.th/desktop/run1_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:07:47.795Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/mot.go.th/desktop/run1_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:07:53.610Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/desktop/run2_interstitial_step1_before.png; 
mot.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:07:56.831Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/mobile/run1_banner.png,,interstitial_step1_before=evidence/mot.go.th/mobile/run1_interstitial_step1_before.png; 
moi.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:07:45.405Z,https://moi.go.th/moi/,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moi.go.th/mobile/run2_banner.png,evidence/moi.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moi.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://moi.go.th/moi; interstitial_clicked=""""; interstitial_step1_after=evidence/moi.go.th/mobile/run2_interstitial_step1_after.png; "
mot.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:08:01.643Z,https://mot.go.th/intro,ok,,0,,unknown,th,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/mot.go.th/mobile/run2_banner.png,,interstitial_step1_before=evidence/mot.go.th/mobile/run2_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:08:04.546Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/desktop/run1_banner.png,evidence/moac.go.th/desktop/run1_manage.png,"interstitial_step1_before=evidence/moac.go.th/desktop/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/desktop/run1_interstitial_step1_after.png; "
moac.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:08:05.715Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/desktop/run2_banner.png,evidence/moac.go.th/desktop/run2_manage.png,"interstitial_step1_before=evidence/moac.go.th/desktop/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/desktop/run2_interstitial_step1_after.png; "
moe.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:08:26.732Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:08:26.832Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:08:26.911Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moe.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:08:26.990Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://moe.go.th/
Call log:
[2m  - navigating to ""http://moe.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
moac.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:08:09.726Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,0,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/mobile/run1_banner.png,evidence/moac.go.th/mobile/run1_manage.png,"interstitial_step1_before=evidence/moac.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/mobile/run1_interstitial_step1_after.png; "
m-society.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:08:27.070Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/m-society.go.th/desktop/run1_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run1_interstitial_step1_before.png; 
m-society.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:08:28.059Z,https://m-society.go.th/,ok,,0,,unknown,,0,0,0,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,evidence/m-society.go.th/desktop/run2_banner.png,,interstitial_step1_before=evidence/m-society.go.th/desktop/run2_interstitial_step1_before.png; 
moac.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:08:23.125Z,https://www.moac.go.th/site-home,ok,,1,,unknown,th,1,0,1,1,1,2,1,manage->(attempt reject-all inside) | no reject-all found (manual coding needed),0,0,0,0,,2,,,1,1,0,,,,,,,,,,,,,,,evidence/moac.go.th/mobile/run2_banner.png,evidence/moac.go.th/mobile/run2_manage.png,"interstitial_step1_before=evidence/moac.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=https://www.moac.go.th/site-home; interstitial_clicked=""""; interstitial_step1_after=evidence/moac.go.th/mobile/run2_interstitial_step1_after.png; "
justice.go.th,GOV,seed_list,,1,desktop,1366x768,th-TH,TH,2026-02-12T15:08:38.474Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,desktop,1366x768,th-TH,TH,2026-02-12T15:08:38.943Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:08:39.386Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
justice.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:08:39.482Z,,error,"page.goto: net::ERR_NAME_NOT_RESOLVED at http://justice.go.th/
Call log:
[2m  - navigating to ""http://justice.go.th/"", waiting until ""domcontentloaded""[22m
",0,,unknown,,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,
m-society.go.th,GOV,seed_list,,2,mobile,390x844,th-TH,TH,2026-02-12T15:08:34.281Z,https://www.m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,1,1,,0,,,,,1,,,,,,,,,,,evidence/m-society.go.th/mobile/run2_banner.png,,"interstitial_step1_before=evidence/m-society.go.th/mobile/run2_interstitial_step1_before.png; interstitial_fallback_clicked_href=http://www.m-society.go.th/home.php; interstitial_clicked=""""; interstitial_step1_after=evidence/m-society.go.th/mobile/run2_interstitial_step1_after.png; "
m-society.go.th,GOV,seed_list,,1,mobile,390x844,th-TH,TH,2026-02-12T15:08:33.923Z,https://www.m-society.go.th/home.php,ok,,1,,unknown,en,1,1,0,1,1,1,0,,0,0,0,0,1,0,1,1,,0,,,,,1,,,,,,,,,,,evidence/m-society.go.th/mobile/run1_banner.png,,"interstitial_step1_before=evidence/m-society.go.th/mobile/run1_interstitial_step1_before.png; interstitial_fallback_clicked_href=http://www.m-society.go.th/home.php; interstitial_clicked=""""; interstitial_step1_after=evidence/m-society.go.th/mobile/run1_interstitial_step1_after.png; "
